,Name,Attribute Vector,Percentiles
241,Ronaël Pierre-Gabriel,"[0.1, 0.04, 0.51, 0.1, 0.11, 0.15, 1.92, 47.38, 77.8, 2.94, 2.33, 1.52, 1.52, 5.16, 4.25, 1.82, 2.13, 3.34, 1.21]","[85, 48, 40, 62, 62, 54, 45, 28, 56, 19, 61, 90, 60, 69, 99, 97, 99, 97, 73]"
242,Ronaël Pierre-Gabriel,"[0.1, 0.04, 0.51, 0.1, 0.11, 0.15, 1.92, 47.38, 77.8, 2.94, 2.33, 1.52, 1.52, 5.16, 4.25, 1.82, 2.13, 3.34, 1.21]","[85, 48, 40, 62, 62, 54, 45, 28, 56, 19, 61, 90, 60, 69, 99, 97, 99, 97, 73]"
243,Marvin Plattenhardt,"[0.0, 0.01, 0.3, 0.07, 0.11, 0.12, 2.21, 45.26, 65.7, 3.15, 0.9, 0.11, 0.26, 1.95, 1.61, 0.56, 0.94, 3.07, 0.71]","[20, 8, 16, 51, 64, 41, 61, 23, 6, 27, 7, 2, 3, 6, 30, 10, 26, 92, 37]"
244,Pedro Porro,"[0.17, 0.12, 1.85, 0.23, 0.21, 0.33, 3.23, 52.7, 71.1, 3.0, 2.65, 1.21, 1.56, 6.86, 2.31, 1.1, 1.96, 2.08, 0.12]","[93, 92, 99, 93, 95, 94, 91, 53, 16, 24, 73, 83, 61, 85, 69, 61, 99, 54, 1]"
245,Stefan Posch,"[0.21, 0.12, 0.99, 0.07, 0.07, 0.19, 1.91, 64.13, 77.4, 5.22, 1.59, 0.46, 1.27, 2.29, 2.86, 1.24, 1.55, 2.44, 0.95]","[97, 90, 78, 49, 32, 67, 44, 85, 52, 83, 28, 31, 47, 12, 90, 72, 88, 74, 56]"
246,Stefan Posch,"[0.21, 0.12, 0.99, 0.07, 0.07, 0.19, 1.91, 64.13, 77.4, 5.22, 1.59, 0.46, 1.27, 2.29, 2.86, 1.24, 1.55, 2.44, 0.95]","[97, 90, 78, 49, 32, 67, 44, 85, 52, 83, 28, 31, 47, 12, 90, 72, 88, 74, 56]"
247,Alejandro Pozo Pozo,"[0.0, 0.02, 0.48, 0.14, 0.17, 0.2, 2.35, 53.47, 72.9, 3.06, 2.11, 0.57, 1.44, 4.31, 1.77, 1.24, 1.44, 2.15, 0.57]","[20, 26, 38, 78, 86, 71, 68, 55, 25, 25, 50, 41, 55, 52, 39, 74, 79, 58, 25]"
248,Giacomo Quagliata,"[0.0, 0.06, 1.16, 0.13, 0.13, 0.19, 3.61, 43.52, 65.4, 3.61, 2.45, 1.29, 1.67, 5.79, 1.29, 1.42, 0.9, 1.03, 0.26]","[20, 71, 84, 72, 75, 69, 95, 18, 6, 44, 66, 86, 66, 78, 13, 84, 23, 4, 6]"
249,David Raum,"[0.0, 0.02, 0.57, 0.08, 0.22, 0.25, 2.76, 62.5, 77.1, 3.33, 2.4, 0.49, 1.83, 6.86, 2.11, 0.93, 1.26, 1.67, 1.02]","[20, 28, 44, 54, 95, 89, 79, 84, 49, 34, 63, 33, 73, 85, 58, 45, 60, 33, 59]"
250,Rayan Raveloson,"[0.07, 0.09, 1.07, 0.04, 0.03, 0.12, 1.55, 41.83, 81.2, 3.7, 1.33, 0.3, 1.44, 2.26, 1.41, 1.44, 1.59, 2.59, 1.07]","[75, 84, 83, 28, 7, 41, 22, 14, 72, 48, 20, 12, 56, 11, 17, 85, 90, 79, 64]"
251,Arkadiusz Reca,"[0.04, 0.04, 0.91, 0.04, 0.09, 0.13, 2.07, 49.58, 69.1, 3.27, 3.4, 0.79, 1.33, 3.89, 1.82, 0.99, 0.87, 2.24, 0.79]","[56, 49, 73, 33, 53, 46, 53, 36, 12, 30, 89, 60, 51, 40, 41, 52, 19, 61, 41]"
252,Diego Rico,"[0.04, 0.02, 0.68, 0.0, 0.08, 0.1, 1.92, 56.67, 77.6, 4.15, 1.8, 0.6, 0.44, 4.15, 2.0, 1.04, 1.08, 2.27, 0.92]","[54, 21, 56, 11, 41, 30, 45, 65, 54, 64, 39, 44, 5, 48, 49, 57, 40, 64, 53]"
253,Sergi Roberto,"[0.22, 0.14, 1.21, 0.17, 0.1, 0.24, 2.2, 65.53, 90.3, 7.0, 2.92, 0.28, 2.65, 5.24, 1.54, 0.83, 0.94, 0.94, 0.5]","[98, 95, 88, 82, 59, 88, 61, 86, 98, 96, 81, 10, 89, 71, 25, 31, 26, 3, 18]"
254,Andrew Robertson,"[0.0, 0.04, 0.46, 0.3, 0.2, 0.25, 3.28, 77.72, 79.5, 5.56, 2.71, 0.61, 2.04, 6.78, 1.22, 0.61, 1.03, 1.67, 0.79]","[20, 51, 35, 98, 94, 89, 92, 95, 65, 87, 77, 45, 78, 84, 9, 13, 36, 33, 42]"
255,Antonee Robinson,"[0.0, 0.0, 0.09, 0.03, 0.04, 0.04, 1.69, 55.67, 73.5, 3.76, 3.26, 1.14, 0.85, 4.46, 1.81, 1.54, 1.43, 2.42, 1.17]","[20, 2, 2, 22, 9, 2, 26, 63, 27, 50, 87, 80, 23, 57, 40, 90, 77, 71, 70]"
256,Mads Roerslev,"[0.0, 0.02, 0.24, 0.0, 0.1, 0.12, 1.06, 24.61, 64.0, 1.54, 0.65, 0.24, 1.06, 2.92, 1.79, 0.73, 1.14, 3.09, 0.65]","[20, 28, 10, 11, 57, 41, 3, 1, 3, 1, 1, 8, 40, 21, 40, 21, 48, 93, 31]"
257,Rogério,"[0.0, 0.02, 0.45, 0.09, 0.08, 0.1, 2.22, 61.22, 80.7, 5.56, 3.3, 0.69, 0.93, 3.45, 1.11, 1.11, 0.96, 2.1, 0.63]","[20, 14, 34, 57, 43, 29, 62, 80, 71, 87, 88, 52, 30, 30, 5, 63, 28, 55, 29]"
258,Jérôme Roussillon,"[0.0, 0.04, 0.8, 0.15, 0.1, 0.14, 1.76, 38.63, 69.9, 2.71, 1.61, 1.17, 1.02, 3.73, 1.32, 0.44, 0.59, 1.61, 0.51]","[20, 52, 66, 79, 56, 51, 34, 7, 14, 14, 29, 82, 37, 38, 14, 2, 2, 29, 19]"
259,Jérôme Roussillon,"[0.0, 0.04, 0.8, 0.15, 0.1, 0.14, 1.76, 38.63, 69.9, 2.71, 1.61, 1.17, 1.02, 3.73, 1.32, 0.44, 0.59, 1.61, 0.51]","[20, 52, 66, 79, 56, 51, 34, 7, 14, 14, 29, 82, 37, 38, 14, 2, 2, 29, 19]"
260,Rubén,"[0.0, 0.05, 0.91, 0.2, 0.15, 0.2, 1.93, 34.36, 68.4, 1.42, 3.45, 1.22, 2.13, 5.78, 3.04, 1.82, 1.42, 1.82, 1.52]","[20, 58, 73, 89, 80, 72, 46, 2, 12, 1, 90, 83, 81, 77, 94, 97, 76, 41, 83]"
261,Matteo Ruggeri,"[0.0, 0.07, 1.09, 0.11, 0.1, 0.16, 1.85, 68.5, 81.6, 5.97, 2.39, 0.43, 1.85, 7.06, 1.85, 1.3, 1.52, 1.74, 1.41]","[20, 72, 83, 65, 57, 58, 40, 90, 76, 90, 63, 27, 73, 87, 43, 78, 86, 36, 79]"
262,Mário Rui,"[0.0, 0.04, 0.72, 0.3, 0.19, 0.22, 4.13, 86.46, 80.9, 7.46, 2.7, 0.46, 0.67, 4.81, 1.69, 0.93, 0.89, 1.18, 0.72]","[20, 50, 59, 97, 91, 81, 98, 98, 72, 98, 76, 32, 13, 62, 32, 43, 22, 11, 37]"
263,Aitor Ruibal,"[0.09, 0.07, 0.99, 0.0, 0.11, 0.18, 2.33, 54.11, 78.1, 4.36, 2.29, 1.86, 1.64, 4.28, 2.94, 1.6, 1.12, 2.25, 0.78]","[79, 74, 78, 11, 63, 64, 67, 57, 57, 68, 60, 95, 64, 51, 91, 92, 46, 62, 40]"
264,Julian Ryerson,"[0.03, 0.04, 0.96, 0.03, 0.07, 0.11, 2.03, 51.84, 76.5, 2.99, 2.65, 1.26, 0.86, 3.7, 2.1, 0.68, 1.14, 1.82, 0.71]","[43, 47, 75, 24, 36, 38, 52, 48, 45, 22, 73, 85, 26, 35, 57, 17, 48, 40, 36]"
265,Julian Ryerson,"[0.03, 0.04, 0.96, 0.03, 0.07, 0.11, 2.03, 51.84, 76.5, 2.99, 2.65, 1.26, 0.86, 3.7, 2.1, 0.68, 1.14, 1.82, 0.71]","[43, 47, 75, 24, 36, 38, 52, 48, 45, 22, 73, 85, 26, 35, 57, 17, 48, 40, 36]"
266,Youssouf Sabaly,"[0.05, 0.03, 0.66, 0.09, 0.07, 0.1, 1.8, 51.02, 81.5, 3.83, 2.17, 1.23, 0.94, 3.4, 2.41, 1.18, 1.8, 2.79, 0.24]","[61, 38, 54, 59, 33, 29, 37, 44, 75, 53, 53, 83, 32, 30, 76, 68, 96, 83, 5]"
267,Halid Šabanović,"[0.28, 0.13, 0.71, 0.0, 0.0, 0.14, 0.42, 39.5, 81.4, 2.82, 0.71, 0.56, 0.85, 4.23, 1.13, 1.13, 1.13, 1.69, 0.56]","[99, 93, 58, 11, 1, 51, 1, 9, 74, 16, 2, 38, 23, 49, 6, 63, 46, 34, 24]"
268,Falaye Sacko,"[0.03, 0.03, 0.21, 0.1, 0.04, 0.07, 1.33, 43.26, 80.6, 2.65, 1.74, 0.59, 1.01, 2.44, 1.6, 1.15, 1.5, 2.62, 0.59]","[49, 31, 9, 64, 10, 14, 11, 17, 71, 12, 35, 43, 37, 16, 29, 64, 86, 80, 26]"
269,Théo Sainte-Luce,"[0.17, 0.07, 0.51, 0.17, 0.12, 0.2, 1.85, 44.83, 82.3, 2.36, 0.84, 1.35, 1.01, 6.07, 2.19, 1.69, 1.18, 1.85, 1.01]","[93, 72, 40, 83, 68, 71, 40, 21, 78, 7, 5, 88, 37, 80, 62, 96, 52, 41, 59]"
270,Junior Sambia,"[0.0, 0.08, 1.68, 0.13, 0.21, 0.28, 2.84, 51.13, 78.8, 3.49, 2.97, 1.29, 1.68, 4.91, 1.55, 1.03, 1.16, 2.07, 1.94]","[20, 79, 98, 73, 95, 92, 81, 45, 63, 40, 83, 86, 66, 65, 26, 55, 49, 53, 93]"
271,Manuel Sánchez,"[0.0, 0.03, 0.42, 0.08, 0.09, 0.12, 2.58, 48.47, 80.1, 4.24, 1.78, 0.68, 1.82, 4.45, 2.16, 0.59, 1.4, 2.16, 0.64]","[20, 39, 30, 55, 51, 39, 76, 33, 69, 66, 38, 51, 72, 56, 62, 12, 75, 59, 29]"
272,Joe Scally,"[0.0, 0.02, 0.29, 0.0, 0.07, 0.09, 1.43, 47.81, 78.5, 2.32, 1.18, 0.45, 0.82, 2.45, 1.26, 0.33, 0.69, 2.49, 0.73]","[20, 22, 14, 11, 35, 27, 18, 30, 61, 7, 14, 30, 19, 16, 12, 1, 6, 76, 39]"
273,Kingsley Schindler,"[0.0, 0.18, 0.91, 0.08, 0.06, 0.24, 2.23, 45.17, 64.5, 4.14, 1.65, 0.66, 2.07, 6.2, 1.9, 1.24, 1.16, 1.99, 1.99]","[20, 99, 73, 54, 24, 87, 62, 22, 4, 64, 31, 50, 79, 82, 45, 73, 49, 49, 94]"
274,Benno Schmitz,"[0.04, 0.01, 0.37, 0.0, 0.09, 0.11, 1.93, 55.75, 62.6, 5.54, 1.79, 0.11, 0.82, 4.69, 2.38, 0.97, 1.26, 2.12, 1.12]","[51, 13, 25, 11, 52, 34, 47, 64, 2, 86, 39, 1, 20, 60, 74, 47, 61, 56, 65]"
275,Nélson Semedo,"[0.0, 0.01, 0.31, 0.03, 0.02, 0.04, 1.2, 51.26, 80.8, 3.76, 1.71, 1.13, 0.99, 5.03, 2.43, 0.99, 1.44, 2.84, 1.03]","[20, 12, 18, 26, 4, 2, 7, 45, 72, 50, 32, 79, 35, 65, 77, 51, 79, 84, 60]"
276,Leonardo Sernicola,"[0.08, 0.05, 0.97, 0.08, 0.09, 0.14, 2.14, 36.71, 65.1, 2.41, 2.33, 0.93, 0.93, 3.69, 1.75, 1.48, 0.89, 2.14, 1.13]","[76, 57, 76, 52, 52, 52, 56, 5, 5, 8, 61, 69, 31, 35, 37, 86, 22, 57, 67]"
277,Ryan Sessegnon,"[0.19, 0.17, 1.77, 0.0, 0.12, 0.3, 2.51, 40.72, 71.5, 2.32, 2.32, 0.56, 2.79, 6.79, 2.32, 0.74, 0.84, 2.32, 0.93]","[96, 99, 99, 11, 70, 93, 75, 11, 18, 7, 61, 38, 90, 85, 70, 23, 15, 67, 53]"
278,Luke Shaw,"[0.03, 0.03, 0.41, 0.12, 0.14, 0.17, 2.41, 72.69, 82.9, 5.06, 2.09, 0.56, 0.94, 3.03, 1.91, 1.24, 1.65, 1.88, 1.56]","[43, 37, 29, 68, 76, 60, 71, 93, 80, 81, 49, 38, 31, 24, 46, 72, 92, 43, 85]"
279,Kiliann Sildillia,"[0.0, 0.04, 0.43, 0.07, 0.03, 0.06, 1.25, 49.9, 71.4, 3.54, 1.0, 0.57, 0.93, 2.39, 1.57, 1.18, 1.04, 1.97, 1.82]","[20, 42, 31, 50, 6, 12, 9, 38, 18, 42, 9, 40, 30, 14, 27, 67, 37, 47, 93]"
280,Caio Henrique Oliveira Silva,"[0.02, 0.02, 0.35, 0.25, 0.14, 0.16, 2.8, 61.75, 74.8, 6.18, 2.28, 0.54, 1.24, 4.85, 2.28, 0.87, 0.84, 1.9, 0.45]","[40, 29, 22, 93, 77, 58, 80, 81, 35, 91, 59, 36, 44, 64, 67, 36, 15, 44, 16]"
281,Mohamed Simakan,"[0.09, 0.09, 0.64, 0.18, 0.14, 0.23, 1.79, 66.64, 80.3, 5.13, 2.11, 0.82, 2.24, 4.72, 1.69, 1.28, 1.05, 2.84, 2.24]","[81, 84, 50, 86, 76, 84, 37, 89, 69, 82, 51, 64, 83, 61, 33, 76, 38, 85, 97]"
282,Wilfried Singo,"[0.09, 0.12, 1.5, 0.04, 0.08, 0.2, 1.98, 50.06, 75.0, 2.95, 2.38, 1.32, 2.6, 4.09, 1.19, 0.53, 0.66, 1.45, 2.33]","[80, 91, 96, 36, 45, 71, 48, 40, 37, 19, 63, 87, 88, 46, 8, 7, 5, 22, 98]"
283,Robert Skov,"[0.07, 0.12, 2.6, 0.13, 0.12, 0.24, 3.07, 48.57, 69.9, 3.27, 2.87, 0.47, 2.47, 6.47, 1.47, 0.53, 1.47, 1.33, 1.0]","[72, 91, 99, 75, 70, 87, 87, 34, 14, 30, 80, 32, 86, 83, 20, 8, 82, 16, 58]"
284,Adam Smith,"[0.0, 0.02, 0.15, 0.03, 0.04, 0.06, 0.89, 38.65, 75.4, 2.54, 0.86, 0.18, 0.52, 1.65, 1.5, 0.76, 0.92, 2.48, 0.89]","[20, 15, 5, 23, 12, 6, 1, 7, 40, 10, 5, 4, 8, 5, 22, 26, 23, 75, 48]"
285,Danilo Soares,"[0.0, 0.0, 0.1, 0.0, 0.07, 0.07, 1.73, 51.17, 74.8, 4.74, 0.87, 0.41, 0.1, 1.22, 3.67, 1.53, 1.48, 2.85, 1.22]","[20, 1, 2, 11, 29, 14, 32, 45, 35, 76, 5, 25, 1, 2, 99, 89, 84, 85, 73]"
286,Eduard Sobol,"[0.0, 0.02, 0.55, 0.09, 0.07, 0.09, 2.11, 41.37, 75.8, 3.68, 1.56, 1.01, 0.83, 4.96, 2.02, 0.92, 1.01, 2.02, 1.56]","[20, 19, 43, 58, 35, 26, 55, 14, 42, 47, 28, 72, 21, 65, 49, 42, 35, 51, 86]"
287,Alex Sola,"[0.0, 0.03, 1.03, 0.0, 0.02, 0.05, 1.2, 57.77, 79.8, 2.06, 2.57, 2.06, 1.54, 6.34, 4.29, 1.71, 1.2, 1.89, 1.37]","[20, 40, 80, 11, 1, 5, 8, 69, 67, 3, 70, 97, 61, 83, 99, 96, 54, 43, 77]"
288,Brandon Soppy,"[0.0, 0.05, 1.11, 0.37, 0.22, 0.27, 3.19, 43.47, 74.9, 4.54, 3.32, 0.86, 3.07, 4.79, 1.11, 0.49, 1.72, 0.98, 0.61]","[20, 56, 83, 99, 95, 91, 90, 18, 36, 72, 89, 66, 94, 62, 5, 4, 95, 4, 27]"
289,Brandon Soppy,"[0.0, 0.05, 1.11, 0.37, 0.22, 0.27, 3.19, 43.47, 74.9, 4.54, 3.32, 0.86, 3.07, 4.79, 1.11, 0.49, 1.72, 0.98, 0.61]","[20, 56, 83, 99, 95, 91, 90, 18, 36, 72, 89, 66, 94, 62, 5, 4, 95, 4, 27]"
290,Borna Sosa,"[0.09, 0.05, 0.69, 0.32, 0.3, 0.35, 5.02, 67.12, 73.8, 5.89, 2.67, 0.78, 0.92, 7.0, 1.24, 0.87, 0.92, 1.7, 0.69]","[81, 54, 57, 98, 98, 96, 99, 89, 28, 90, 75, 60, 29, 86, 11, 37, 24, 35, 35]"
291,Arnaud Souquet,"[0.0, 0.02, 0.48, 0.21, 0.07, 0.09, 1.71, 46.37, 76.5, 3.9, 3.22, 1.1, 0.82, 3.84, 1.64, 1.3, 1.23, 2.12, 0.55]","[22, 25, 35, 93, 33, 24, 28, 27, 56, 52, 91, 80, 30, 45, 28, 65, 71, 50, 12]"
292,Djed Spence,"[0.0, 0.06, 0.68, 0.0, 0.02, 0.08, 1.94, 52.06, 85.6, 3.87, 3.65, 1.94, 1.82, 3.65, 1.59, 0.8, 1.48, 1.94, 1.03]","[20, 61, 56, 11, 3, 19, 47, 49, 92, 54, 93, 96, 72, 34, 29, 29, 84, 46, 60]"
293,Djed Spence,"[0.0, 0.06, 0.68, 0.0, 0.02, 0.08, 1.94, 52.06, 85.6, 3.87, 3.65, 1.94, 1.82, 3.65, 1.59, 0.8, 1.48, 1.94, 1.03]","[20, 61, 56, 11, 3, 19, 47, 49, 92, 54, 93, 96, 72, 34, 29, 29, 84, 46, 60]"
294,Leonardo Spinazzola,"[0.07, 0.05, 0.56, 0.18, 0.09, 0.14, 2.59, 51.57, 74.8, 3.02, 5.5, 1.68, 2.07, 5.22, 0.91, 0.46, 0.74, 1.12, 0.42]","[73, 56, 43, 85, 56, 52, 77, 47, 35, 24, 99, 92, 79, 71, 2, 3, 9, 9, 14]"
295,Kostas Stafylidis,"[0.0, 0.03, 1.21, 0.17, 0.06, 0.09, 1.55, 36.5, 70.2, 2.24, 0.78, 0.69, 0.26, 1.21, 2.33, 1.73, 1.81, 2.68, 1.21]","[20, 41, 88, 84, 26, 28, 21, 4, 14, 5, 4, 52, 3, 1, 70, 97, 97, 81, 71]"
296,Josip Stanišić,"[0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 2.04, 91.36, 91.3, 8.92, 2.13, 0.78, 0.68, 4.17, 2.81, 1.07, 1.55, 1.75, 0.68]","[20, 1, 1, 11, 19, 4, 52, 99, 99, 99, 52, 59, 13, 48, 87, 58, 88, 36, 34]"
297,Petar Stojanović,"[0.0, 0.02, 0.59, 0.06, 0.06, 0.08, 2.88, 60.53, 79.8, 5.35, 2.94, 0.76, 0.88, 3.0, 2.47, 0.65, 1.0, 3.24, 0.24]","[20, 18, 46, 44, 25, 18, 83, 78, 67, 84, 81, 58, 27, 23, 78, 14, 33, 95, 5]"
298,Pascal Struijk,"[0.08, 0.06, 0.65, 0.04, 0.1, 0.15, 1.43, 54.0, 79.2, 4.87, 0.98, 0.37, 1.27, 2.17, 3.44, 1.31, 1.31, 2.86, 2.45]","[78, 63, 53, 32, 57, 54, 19, 57, 64, 80, 9, 21, 46, 9, 98, 79, 65, 86, 98]"
299,Damián Suárez,"[0.05, 0.05, 0.28, 0.05, 0.08, 0.13, 2.17, 44.49, 67.5, 3.7, 0.97, 0.6, 0.69, 3.33, 2.27, 0.69, 1.85, 1.67, 0.65]","[60, 58, 13, 37, 44, 47, 58, 21, 11, 47, 8, 44, 14, 29, 66, 18, 98, 32, 31]"
300,Gabriel Suazo,"[0.0, 0.01, 0.14, 0.07, 0.06, 0.06, 2.0, 59.19, 83.0, 5.65, 1.86, 1.57, 1.07, 4.72, 2.72, 1.57, 1.5, 1.72, 0.64]","[20, 3, 4, 50, 24, 12, 50, 75, 81, 89, 41, 91, 40, 61, 86, 91, 86, 35, 30]"
301,Issiaga Sylla,"[0.03, 0.04, 0.64, 0.1, 0.09, 0.13, 2.42, 55.64, 78.1, 5.95, 2.66, 0.64, 1.04, 5.78, 1.88, 2.35, 1.14, 2.45, 1.31]","[47, 48, 50, 62, 49, 44, 71, 63, 57, 90, 74, 48, 39, 78, 44, 99, 49, 74, 76]"
302,Issiaga Sylla,"[0.03, 0.04, 0.64, 0.1, 0.09, 0.13, 2.42, 55.64, 78.1, 5.95, 2.66, 0.64, 1.04, 5.78, 1.88, 2.35, 1.14, 2.45, 1.31]","[47, 48, 50, 62, 49, 44, 71, 63, 57, 90, 74, 48, 39, 78, 44, 99, 49, 74, 76]"
303,Nicolás Tagliafico,"[0.03, 0.06, 0.69, 0.09, 0.13, 0.18, 1.78, 56.66, 84.3, 4.69, 1.14, 0.3, 1.44, 5.15, 2.74, 1.72, 1.35, 1.41, 1.26]","[43, 62, 57, 57, 73, 65, 36, 65, 88, 75, 13, 12, 57, 68, 87, 96, 70, 19, 74]"
304,Matt Targett,"[0.0, 0.0, 0.15, 0.0, 0.06, 0.06, 2.51, 61.82, 77.8, 6.34, 0.44, 0.3, 0.0, 1.92, 1.92, 1.33, 1.18, 2.36, 1.62]","[20, 1, 4, 11, 25, 8, 75, 82, 56, 93, 1, 12, 1, 6, 46, 80, 52, 70, 87]"
305,Nuno Tavares,"[0.19, 0.15, 2.4, 0.0, 0.09, 0.24, 2.43, 52.87, 77.5, 4.42, 3.74, 2.15, 3.21, 9.72, 2.09, 0.59, 1.28, 1.0, 0.81]","[96, 97, 99, 11, 48, 85, 72, 53, 53, 70, 95, 98, 95, 98, 56, 12, 63, 4, 43]"
306,Enzo Tchato,"[0.08, 0.03, 0.33, 0.08, 0.09, 0.12, 1.72, 45.74, 74.3, 2.79, 2.05, 0.33, 0.74, 4.68, 2.14, 0.57, 1.4, 2.71, 1.4]","[78, 37, 20, 54, 53, 41, 31, 24, 31, 16, 47, 17, 16, 59, 60, 10, 75, 82, 78]"
307,Alex Telles,"[0.0, 0.03, 0.88, 0.13, 0.09, 0.12, 2.31, 47.94, 75.6, 2.6, 1.6, 0.76, 0.76, 5.08, 1.51, 1.22, 1.18, 2.35, 1.68]","[20, 39, 71, 72, 50, 40, 65, 31, 41, 12, 29, 57, 18, 67, 22, 71, 51, 69, 89]"
308,Filippo Terracciano,"[0.0, 0.02, 0.55, 0.11, 0.13, 0.15, 1.53, 37.6, 68.5, 4.06, 1.75, 0.66, 0.99, 2.63, 2.19, 1.1, 0.77, 1.53, 1.64]","[20, 24, 42, 65, 75, 55, 21, 7, 12, 61, 36, 50, 35, 18, 62, 61, 10, 26, 88]"
309,Aleksa Terzić,"[0.1, 0.04, 0.96, 0.1, 0.18, 0.22, 4.14, 69.69, 80.4, 3.85, 4.72, 1.54, 0.87, 5.87, 1.54, 0.48, 1.25, 1.54, 0.67]","[83, 46, 75, 60, 90, 79, 98, 91, 70, 53, 98, 91, 26, 78, 25, 4, 59, 27, 34]"
310,Kenny Tete,"[0.04, 0.02, 0.46, 0.18, 0.07, 0.09, 1.72, 53.6, 72.5, 3.61, 2.63, 0.74, 1.05, 2.42, 2.91, 1.82, 1.68, 2.84, 1.16]","[49, 28, 35, 84, 29, 25, 30, 56, 23, 44, 71, 55, 40, 15, 91, 97, 94, 84, 69]"
311,Sada Thioub,"[0.08, 0.12, 0.76, 0.17, 0.16, 0.28, 3.14, 45.25, 80.1, 4.84, 1.95, 1.36, 1.78, 6.62, 1.61, 0.59, 1.1, 0.42, 0.34]","[79, 91, 63, 83, 85, 92, 89, 23, 69, 79, 44, 88, 69, 83, 31, 13, 43, 1, 9]"
312,Luke Thomas,"[0.0, 0.01, 0.25, 0.0, 0.06, 0.07, 1.34, 54.86, 79.7, 4.03, 0.84, 0.5, 0.25, 1.09, 1.93, 2.26, 1.68, 2.94, 0.92]","[20, 5, 10, 11, 25, 15, 12, 59, 66, 59, 4, 34, 2, 1, 47, 98, 94, 89, 53]"
313,Kieran Tierney,"[0.07, 0.08, 1.2, 0.14, 0.05, 0.13, 1.69, 60.42, 77.6, 5.15, 2.89, 0.28, 1.76, 4.24, 1.84, 0.92, 0.78, 2.12, 0.64]","[73, 82, 87, 78, 21, 47, 27, 78, 54, 82, 81, 11, 69, 49, 42, 41, 10, 56, 29]"
314,Harry Toffolo,"[0.0, 0.03, 0.57, 0.0, 0.08, 0.1, 1.82, 37.05, 62.5, 2.78, 0.77, 0.29, 1.15, 4.12, 1.63, 0.96, 1.53, 3.16, 1.24]","[20, 31, 45, 11, 37, 28, 39, 7, 2, 14, 3, 11, 43, 47, 31, 46, 87, 94, 73]"
315,Jeremy Toljan,"[0.0, 0.02, 0.17, 0.03, 0.08, 0.1, 1.41, 54.23, 84.7, 4.78, 1.89, 0.24, 0.77, 3.33, 1.21, 0.61, 1.04, 2.02, 0.34]","[20, 16, 6, 25, 43, 31, 16, 58, 90, 77, 43, 7, 19, 29, 8, 13, 37, 51, 9]"
316,Takehiro Tomiyasu,"[0.0, 0.08, 0.51, 0.17, 0.08, 0.16, 1.69, 68.07, 83.0, 7.79, 2.03, 0.51, 2.2, 3.47, 3.22, 1.52, 0.76, 1.86, 2.29]","[20, 78, 40, 83, 47, 56, 27, 90, 81, 99, 47, 34, 83, 31, 96, 89, 10, 41, 97]"
317,Charles Traore,"[0.0, 0.0, 0.0, 0.0, 0.08, 0.08, 0.96, 44.68, 75.4, 2.07, 0.64, 0.0, 0.48, 1.6, 1.76, 1.76, 1.76, 2.87, 0.96]","[20, 1, 1, 11, 41, 20, 2, 21, 40, 3, 1, 1, 6, 4, 38, 97, 95, 86, 56]"
318,Hamari Traoré,"[0.03, 0.06, 1.0, 0.13, 0.11, 0.17, 2.32, 63.77, 84.2, 5.52, 1.9, 0.35, 2.19, 5.42, 1.87, 1.35, 1.13, 2.39, 1.16]","[45, 72, 79, 73, 60, 60, 66, 85, 87, 86, 43, 20, 82, 73, 43, 82, 47, 71, 69]"
319,Christopher Trimmel,"[0.0, 0.03, 0.65, 0.23, 0.18, 0.22, 3.28, 52.09, 63.6, 3.43, 1.75, 0.38, 1.3, 3.7, 1.64, 1.3, 0.65, 2.33, 1.14]","[20, 40, 52, 92, 91, 78, 92, 49, 3, 38, 36, 22, 48, 36, 31, 76, 4, 68, 68]"
320,Kieran Trippier,"[0.03, 0.02, 0.38, 0.19, 0.33, 0.36, 4.8, 75.1, 71.6, 7.0, 1.21, 0.51, 0.7, 4.07, 1.91, 1.16, 1.21, 2.26, 1.32]","[41, 27, 26, 87, 99, 96, 99, 95, 19, 96, 16, 34, 15, 44, 45, 65, 56, 64, 76]"
321,Adrien Truffert,"[0.0, 0.04, 0.68, 0.26, 0.07, 0.11, 2.34, 61.15, 78.7, 3.78, 2.61, 1.32, 1.66, 7.45, 2.65, 0.87, 1.44, 2.42, 1.55]","[20, 49, 56, 95, 33, 37, 67, 79, 62, 51, 71, 88, 65, 88, 85, 36, 80, 72, 84]"
322,Kostas Tsimikas,"[0.0, 0.06, 0.81, 0.49, 0.21, 0.27, 3.32, 69.3, 75.1, 3.23, 2.67, 0.65, 2.99, 8.49, 1.54, 1.13, 1.05, 1.7, 0.89]","[20, 72, 66, 99, 95, 91, 93, 91, 38, 29, 75, 49, 94, 96, 25, 64, 38, 34, 48]"
323,Iyenoma Udogie,"[0.1, 0.1, 0.9, 0.13, 0.14, 0.24, 2.93, 37.51, 82.6, 3.53, 3.63, 1.7, 2.53, 5.16, 2.36, 1.2, 1.13, 0.83, 0.57]","[85, 86, 72, 75, 76, 84, 84, 7, 79, 41, 93, 93, 86, 68, 72, 71, 47, 1, 24]"
