,Name,Attribute Vector,Percentiles
162,Salvatore Esposito,"[0.09, 0.06, 1.3, 0.0, 0.14, 0.2, 2.6, 60.53, 76.6, 4.73, 0.37, 0.56, 0.65, 1.02, 1.39, 1.02, 0.83, 1.67, 0.65]","[62, 43, 71, 8, 78, 64, 60, 79, 18, 46, 5, 36, 30, 24, 12, 48, 13, 87, 36]"
163,Edu Expósito,"[0.16, 0.07, 1.47, 0.16, 0.19, 0.26, 3.49, 41.12, 73.4, 5.59, 1.47, 0.85, 1.55, 4.58, 2.64, 0.93, 0.54, 1.55, 1.09]","[80, 47, 80, 79, 90, 76, 85, 30, 9, 63, 58, 59, 63, 89, 79, 40, 1, 81, 65]"
164,Eberechi Eze,"[0.31, 0.22, 2.39, 0.14, 0.15, 0.37, 4.03, 40.22, 78.4, 4.47, 2.36, 2.42, 2.87, 4.4, 1.43, 0.44, 0.75, 0.34, 0.65]","[99, 95, 98, 73, 81, 94, 94, 26, 26, 39, 84, 99, 93, 87, 14, 6, 8, 6, 36]"
165,Nicolás Ezequiel Fernández,"[0.0, 0.07, 0.88, 0.18, 0.14, 0.21, 3.68, 42.02, 74.2, 5.08, 3.68, 0.53, 2.28, 9.28, 4.03, 0.88, 1.23, 0.35, 0.18]","[12, 47, 36, 82, 78, 64, 89, 33, 11, 52, 98, 33, 83, 99, 99, 36, 50, 6, 2]"
166,Fabinho,"[0.0, 0.02, 0.49, 0.05, 0.07, 0.08, 1.93, 62.45, 88.2, 5.34, 0.55, 0.25, 0.57, 1.23, 2.13, 1.25, 1.25, 1.23, 1.09]","[12, 10, 14, 35, 37, 18, 32, 82, 92, 59, 13, 8, 25, 32, 54, 68, 53, 65, 65]"
167,Nicolò Fagioli,"[0.14, 0.08, 0.77, 0.18, 0.08, 0.15, 2.4, 37.29, 84.5, 3.72, 1.36, 0.64, 1.04, 3.58, 1.77, 0.54, 1.18, 0.36, 0.09]","[75, 53, 31, 84, 43, 46, 53, 20, 65, 23, 53, 42, 46, 78, 33, 11, 44, 7, 1]"
168,Khalil Fayad,"[0.0, 0.06, 1.0, 0.25, 0.18, 0.24, 2.38, 42.74, 83.0, 2.76, 1.13, 1.0, 0.63, 1.38, 3.76, 1.13, 1.0, 0.5, 0.38]","[12, 43, 49, 97, 88, 74, 51, 34, 56, 5, 39, 68, 29, 36, 99, 58, 28, 12, 15]"
169,Jacopo Fazzini,"[0.0, 0.11, 1.53, 0.0, 0.1, 0.21, 2.62, 35.56, 78.8, 2.29, 1.2, 1.42, 1.64, 4.36, 3.38, 0.76, 1.64, 2.07, 1.53]","[12, 72, 81, 8, 59, 64, 60, 17, 28, 3, 42, 85, 67, 87, 96, 26, 85, 95, 83]"
170,Álex Fernández,"[0.11, 0.11, 0.91, 0.0, 0.09, 0.19, 2.23, 41.12, 83.6, 3.94, 1.09, 0.29, 1.43, 1.48, 0.74, 0.46, 0.8, 1.09, 0.69]","[69, 71, 41, 8, 56, 59, 46, 30, 60, 28, 38, 11, 59, 39, 1, 7, 10, 53, 40]"
171,Enzo Fernández,"[0.0, 0.06, 1.52, 0.12, 0.11, 0.18, 3.01, 79.77, 87.7, 9.25, 1.21, 0.86, 0.7, 1.01, 2.81, 1.01, 1.8, 0.66, 0.47]","[12, 43, 81, 67, 66, 55, 74, 98, 88, 97, 43, 59, 31, 23, 86, 48, 94, 21, 22]"
172,Fernando,"[0.0, 0.01, 0.32, 0.04, 0.03, 0.04, 1.21, 48.71, 88.1, 4.04, 0.43, 0.21, 0.32, 0.61, 1.71, 1.39, 1.36, 1.96, 1.61]","[12, 5, 6, 23, 8, 4, 6, 48, 91, 30, 6, 6, 9, 9, 29, 77, 68, 93, 84]"
173,Jordan Ferri,"[0.03, 0.03, 0.46, 0.07, 0.1, 0.12, 2.33, 65.38, 85.2, 6.87, 1.22, 0.66, 0.33, 1.38, 1.81, 0.85, 0.72, 0.69, 0.56]","[29, 14, 14, 42, 60, 33, 50, 86, 71, 84, 43, 43, 9, 37, 37, 34, 7, 22, 29]"
174,Fidel,"[0.11, 0.08, 0.68, 0.11, 0.12, 0.2, 3.47, 47.1, 70.3, 7.3, 2.78, 1.68, 2.26, 4.73, 0.79, 0.26, 0.47, 0.42, 0.16]","[65, 55, 25, 62, 69, 61, 85, 43, 6, 87, 89, 93, 83, 90, 1, 1, 1, 8, 2]"
175,Florian Flick,"[0.0, 0.02, 0.35, 0.0, 0.0, 0.02, 1.23, 32.52, 69.7, 2.11, 0.35, 0.18, 0.18, 0.35, 2.11, 0.7, 1.58, 3.16, 2.46]","[12, 9, 7, 8, 1, 1, 7, 11, 5, 2, 4, 3, 2, 2, 53, 21, 83, 99, 95]"
176,Seko Fofana,"[0.18, 0.23, 2.4, 0.15, 0.11, 0.33, 2.75, 53.3, 87.4, 4.83, 3.43, 1.73, 3.16, 6.82, 0.82, 0.56, 0.5, 0.41, 0.64]","[85, 96, 98, 78, 63, 89, 66, 59, 85, 48, 97, 94, 96, 97, 1, 12, 1, 8, 36]"
177,Youssouf Fofana,"[0.05, 0.1, 1.35, 0.05, 0.12, 0.23, 2.4, 50.69, 81.4, 7.24, 2.54, 1.35, 1.14, 2.3, 2.35, 1.49, 1.38, 0.85, 0.66]","[40, 69, 74, 31, 71, 71, 52, 54, 43, 86, 86, 84, 49, 57, 68, 85, 70, 39, 38]"
178,Adam Forshaw,"[0.0, 0.0, 0.19, 0.0, 0.17, 0.17, 3.01, 45.85, 80.3, 6.2, 0.75, 1.5, 0.19, 1.32, 2.25, 0.75, 1.69, 0.38, 0.38]","[12, 1, 1, 8, 87, 52, 74, 41, 38, 73, 22, 87, 4, 34, 62, 24, 88, 7, 15]"
179,Philipp Förster,"[0.21, 0.1, 1.17, 0.48, 0.23, 0.33, 3.03, 37.54, 72.2, 4.33, 1.31, 0.41, 1.58, 3.23, 2.13, 0.41, 1.51, 0.41, 0.48]","[89, 67, 61, 99, 96, 89, 74, 20, 8, 36, 50, 26, 65, 72, 54, 5, 79, 8, 24]"
180,Davide Frattesi,"[0.22, 0.24, 2.0, 0.0, 0.06, 0.3, 2.47, 32.08, 79.3, 4.29, 2.29, 1.07, 3.41, 2.94, 1.97, 0.5, 0.85, 1.32, 0.72]","[91, 98, 92, 8, 32, 86, 56, 9, 32, 35, 82, 71, 98, 68, 45, 10, 14, 71, 42]"
181,Fred,"[0.15, 0.15, 1.93, 0.1, 0.16, 0.31, 3.75, 53.51, 80.3, 5.22, 0.76, 0.76, 2.43, 4.16, 3.5, 1.27, 2.53, 1.17, 0.76]","[79, 86, 90, 60, 86, 87, 89, 61, 38, 57, 23, 51, 86, 85, 97, 69, 99, 58, 47]"
182,Remo Freuler,"[0.0, 0.02, 0.33, 0.0, 0.03, 0.05, 1.21, 34.82, 79.4, 2.25, 0.29, 0.25, 0.54, 0.46, 1.79, 1.21, 1.5, 1.87, 1.08]","[12, 8, 7, 8, 11, 6, 5, 16, 33, 3, 3, 8, 22, 4, 35, 64, 78, 92, 65]"
183,Roberto Gagliardini,"[0.0, 0.09, 1.7, 0.0, 0.05, 0.14, 2.3, 40.65, 83.7, 4.61, 2.2, 0.1, 2.8, 2.6, 2.2, 0.6, 2.2, 1.6, 1.7]","[12, 63, 86, 8, 23, 40, 49, 28, 60, 42, 81, 1, 92, 62, 58, 15, 99, 84, 85]"
184,Iñigo Ruiz de Galarreta,"[0.0, 0.01, 0.37, 0.04, 0.05, 0.06, 1.69, 45.68, 81.7, 4.67, 0.74, 0.7, 0.18, 0.77, 1.98, 1.1, 0.96, 0.7, 0.74]","[12, 3, 8, 24, 25, 10, 21, 41, 45, 44, 21, 46, 2, 14, 46, 56, 25, 24, 44]"
185,Conor Gallagher,"[0.14, 0.18, 1.73, 0.05, 0.14, 0.32, 2.76, 48.47, 81.8, 5.76, 2.15, 1.22, 3.32, 6.09, 2.58, 1.31, 1.92, 1.03, 1.03]","[77, 91, 88, 31, 78, 88, 66, 48, 46, 66, 81, 79, 97, 96, 77, 72, 96, 50, 63]"
186,James Garner,"[0.0, 0.09, 1.01, 0.11, 0.06, 0.15, 2.13, 39.51, 72.5, 3.69, 0.9, 0.78, 1.01, 2.01, 1.79, 1.34, 1.01, 1.46, 1.34]","[12, 63, 49, 65, 29, 42, 43, 23, 9, 22, 29, 53, 44, 50, 35, 74, 28, 76, 79]"
187,Johan Gastien,"[0.14, 0.04, 0.66, 0.1, 0.07, 0.11, 2.39, 72.71, 82.9, 7.57, 0.45, 0.31, 0.21, 0.93, 2.14, 1.24, 1.28, 0.86, 0.35]","[76, 26, 23, 60, 42, 29, 52, 95, 55, 88, 7, 14, 4, 19, 55, 67, 58, 40, 12]"
188,Gavi,"[0.06, 0.1, 0.92, 0.12, 0.13, 0.23, 2.75, 43.23, 84.6, 4.67, 1.68, 0.95, 2.59, 5.28, 1.77, 0.73, 1.22, 0.73, 1.43]","[49, 68, 41, 69, 76, 72, 65, 35, 66, 44, 69, 65, 88, 94, 33, 24, 50, 28, 81]"
189,Aleksandr Golovin,"[0.23, 0.18, 1.73, 0.21, 0.19, 0.36, 4.31, 40.02, 70.4, 4.72, 3.11, 0.94, 2.9, 7.92, 2.2, 1.38, 1.14, 0.32, 0.73]","[94, 90, 87, 90, 90, 93, 96, 26, 6, 46, 93, 64, 94, 99, 57, 76, 42, 4, 44]"
190,Angel Gomes,"[0.03, 0.12, 1.76, 0.19, 0.1, 0.22, 2.84, 56.47, 85.9, 5.31, 1.25, 0.96, 1.57, 3.68, 1.31, 0.42, 0.7, 0.35, 0.26]","[28, 77, 88, 87, 60, 68, 68, 70, 74, 59, 45, 65, 64, 79, 10, 5, 7, 6, 5]"
191,Nicolás González,"[0.06, 0.1, 0.9, 0.06, 0.08, 0.18, 2.11, 49.84, 86.9, 5.19, 1.35, 1.79, 1.22, 1.09, 1.73, 1.22, 1.35, 1.02, 1.73]","[51, 67, 39, 41, 49, 56, 41, 51, 84, 56, 51, 94, 53, 28, 30, 65, 67, 49, 86]"
192,Ryan Gravenberch,"[0.0, 0.15, 1.63, 0.0, 0.12, 0.27, 4.01, 55.95, 86.0, 6.4, 1.84, 1.3, 1.84, 4.45, 2.49, 1.3, 1.19, 1.41, 0.98]","[12, 85, 85, 8, 69, 79, 93, 69, 76, 77, 74, 81, 73, 88, 73, 71, 46, 74, 59]"
193,Ilia Gruev,"[0.0, 0.02, 0.34, 0.0, 0.05, 0.07, 1.36, 44.32, 86.3, 3.47, 1.48, 0.28, 0.34, 0.68, 2.5, 1.25, 1.31, 1.19, 0.91]","[12, 9, 7, 8, 19, 12, 11, 38, 79, 17, 58, 11, 10, 13, 73, 67, 61, 61, 54]"
194,Bruno Guimarães,"[0.13, 0.09, 0.92, 0.17, 0.13, 0.22, 3.63, 55.07, 83.2, 7.33, 1.35, 1.49, 1.65, 1.39, 2.58, 1.19, 0.92, 0.73, 0.63]","[74, 65, 42, 81, 75, 70, 87, 66, 57, 87, 52, 87, 67, 37, 77, 62, 23, 25, 34]"
195,Gerard Gumbau,"[0.03, 0.08, 1.55, 0.2, 0.2, 0.28, 3.98, 47.55, 76.9, 4.77, 0.59, 0.23, 0.92, 1.71, 1.45, 0.92, 1.05, 1.32, 0.72]","[29, 52, 83, 89, 94, 82, 92, 46, 20, 46, 15, 6, 40, 44, 15, 40, 32, 70, 43]"
196,İlkay Gündoğan,"[0.24, 0.22, 1.94, 0.16, 0.13, 0.36, 3.36, 62.73, 87.7, 6.61, 2.07, 0.73, 3.2, 4.49, 1.13, 0.73, 0.7, 0.51, 0.75]","[94, 96, 91, 80, 76, 92, 83, 83, 88, 80, 78, 48, 96, 89, 6, 23, 6, 12, 47]"
197,Nicolas Haas,"[0.08, 0.09, 0.62, 0.08, 0.07, 0.16, 1.48, 31.84, 74.3, 2.8, 0.78, 0.08, 1.25, 1.79, 2.1, 0.62, 1.25, 2.1, 0.47]","[56, 65, 21, 48, 40, 50, 13, 8, 11, 6, 24, 1, 54, 45, 53, 16, 53, 95, 22]"
198,Morten Hjulmand,"[0.0, 0.02, 0.52, 0.12, 0.06, 0.08, 1.82, 40.26, 78.5, 4.83, 0.27, 0.52, 0.18, 0.49, 2.73, 2.19, 1.31, 1.64, 1.25]","[12, 10, 15, 68, 36, 17, 28, 27, 27, 48, 2, 32, 2, 5, 84, 99, 61, 86, 73]"
199,Nicolas Höfler,"[0.03, 0.05, 0.68, 0.03, 0.03, 0.09, 1.33, 48.16, 84.3, 4.05, 0.42, 0.44, 0.99, 0.34, 2.04, 1.86, 1.2, 1.49, 2.12]","[26, 36, 25, 17, 11, 20, 10, 47, 63, 31, 6, 29, 43, 2, 49, 98, 47, 78, 93]"
200,Pierre Højbjerg,"[0.12, 0.06, 0.93, 0.17, 0.09, 0.14, 2.73, 65.7, 88.2, 6.59, 1.27, 0.89, 1.03, 1.92, 1.63, 1.44, 1.27, 1.68, 0.77]","[70, 37, 43, 81, 51, 41, 64, 88, 92, 79, 48, 61, 46, 49, 25, 80, 55, 87, 48]"
201,Alex Iwobi,"[0.05, 0.07, 1.12, 0.19, 0.16, 0.23, 3.2, 40.92, 75.1, 5.17, 2.4, 1.47, 1.57, 3.86, 1.84, 0.67, 1.09, 0.77, 0.27]","[44, 44, 58, 86, 86, 71, 78, 29, 13, 56, 85, 86, 65, 81, 39, 19, 36, 32, 5]"
202,Vitaly Janelt,"[0.12, 0.1, 0.57, 0.04, 0.06, 0.15, 1.92, 41.58, 79.6, 3.34, 0.57, 0.37, 1.47, 1.14, 2.2, 1.18, 1.18, 1.06, 1.3]","[71, 68, 18, 27, 30, 47, 31, 32, 34, 15, 14, 20, 61, 29, 57, 62, 45, 51, 76]"
203,Mathias Jensen,"[0.16, 0.07, 0.74, 0.19, 0.16, 0.23, 3.31, 50.28, 69.5, 4.53, 0.67, 0.77, 0.93, 2.47, 2.25, 1.03, 1.73, 0.77, 0.35]","[82, 47, 29, 88, 85, 72, 82, 53, 5, 40, 19, 51, 40, 60, 61, 49, 90, 31, 13]"
204,Joelinton,"[0.2, 0.24, 1.72, 0.03, 0.08, 0.32, 2.71, 42.89, 81.6, 4.4, 2.16, 1.79, 3.25, 5.07, 2.37, 1.62, 1.76, 1.32, 2.23]","[88, 98, 87, 21, 47, 87, 64, 34, 44, 38, 81, 94, 97, 93, 70, 90, 91, 71, 94]"
205,Curtis Jones,"[0.24, 0.1, 1.43, 0.08, 0.1, 0.2, 3.25, 57.25, 89.6, 5.71, 2.54, 0.87, 3.49, 6.34, 2.85, 0.32, 1.19, 0.71, 0.4]","[94, 69, 78, 49, 58, 61, 80, 72, 97, 65, 86, 60, 98, 96, 87, 2, 46, 24, 16]"
206,Frenkie de Jong,"[0.06, 0.07, 0.55, 0.12, 0.14, 0.22, 3.54, 78.96, 89.5, 9.39, 3.39, 1.34, 1.62, 2.71, 1.65, 1.16, 0.58, 0.79, 1.22]","[49, 49, 17, 69, 79, 67, 86, 97, 97, 97, 96, 83, 67, 64, 26, 61, 2, 33, 72]"
207,Joan Jordán,"[0.04, 0.04, 0.6, 0.04, 0.03, 0.07, 1.73, 61.74, 87.6, 6.6, 0.47, 0.35, 0.39, 1.21, 1.68, 0.99, 1.08, 0.82, 0.65]","[36, 27, 19, 28, 9, 14, 23, 81, 86, 80, 8, 17, 13, 31, 28, 46, 34, 36, 36]"
208,Jorginho,"[0.0, 0.01, 0.37, 0.03, 0.03, 0.04, 2.21, 69.96, 87.2, 7.61, 1.24, 0.4, 0.6, 0.87, 2.61, 1.51, 1.27, 0.74, 0.7]","[12, 4, 9, 21, 6, 2, 45, 91, 85, 89, 44, 24, 28, 17, 79, 85, 56, 28, 41]"
209,Jorginho,"[0.0, 0.01, 0.37, 0.03, 0.03, 0.04, 2.21, 69.96, 87.2, 7.61, 1.24, 0.4, 0.6, 0.87, 2.61, 1.51, 1.27, 0.74, 0.7]","[12, 4, 9, 21, 6, 2, 45, 91, 85, 89, 44, 24, 28, 17, 79, 85, 56, 28, 41]"
210,Daichi Kamada,"[0.24, 0.29, 1.61, 0.18, 0.12, 0.41, 3.04, 47.45, 80.4, 5.9, 1.95, 0.64, 2.67, 4.29, 2.07, 0.76, 1.22, 0.73, 0.73]","[95, 99, 85, 85, 69, 96, 74, 44, 39, 68, 76, 42, 90, 86, 51, 25, 48, 27, 43]"
211,Boubacar Kamara,"[0.0, 0.01, 0.2, 0.05, 0.04, 0.05, 1.16, 47.66, 84.8, 4.25, 0.81, 0.81, 0.51, 0.41, 2.94, 0.96, 1.92, 1.22, 1.11]","[12, 2, 1, 33, 14, 6, 4, 46, 67, 34, 25, 56, 18, 3, 89, 43, 96, 64, 66]"
212,Kevin Kampl,"[0.11, 0.06, 0.38, 0.11, 0.07, 0.13, 2.46, 59.25, 89.1, 5.64, 1.31, 0.55, 0.27, 0.98, 1.59, 1.37, 1.48, 0.71, 0.38]","[67, 41, 11, 64, 37, 34, 54, 77, 96, 63, 50, 35, 7, 21, 22, 76, 77, 24, 15]"
213,Lee Kangin,"[0.19, 0.17, 1.47, 0.19, 0.17, 0.34, 3.6, 35.16, 70.0, 3.06, 3.41, 2.87, 1.34, 4.43, 1.34, 0.35, 0.8, 0.22, 0.73]","[87, 89, 80, 87, 87, 91, 86, 16, 6, 10, 96, 99, 56, 87, 11, 4, 10, 1, 44]"
214,N'Golo Kanté,"[0.0, 0.13, 1.32, 0.13, 0.28, 0.4, 3.96, 55.03, 80.3, 5.94, 3.7, 1.72, 2.38, 6.07, 2.51, 1.06, 1.72, 0.26, 0.26]","[12, 80, 72, 72, 99, 95, 92, 66, 38, 70, 98, 93, 85, 96, 74, 51, 89, 3, 5]"
215,Atakan Karazor,"[0.0, 0.01, 0.28, 0.05, 0.03, 0.04, 1.15, 51.19, 84.7, 3.62, 0.23, 0.64, 0.32, 0.55, 2.25, 1.42, 1.79, 2.02, 2.25]","[12, 4, 3, 30, 7, 3, 4, 55, 66, 21, 1, 42, 8, 8, 61, 78, 93, 94, 95]"
216,Yannik Keitel,"[0.0, 0.04, 0.55, 0.18, 0.01, 0.05, 1.11, 33.26, 77.2, 3.05, 1.39, 0.65, 1.29, 2.03, 1.94, 1.48, 0.83, 1.11, 1.66]","[12, 23, 17, 85, 1, 5, 4, 12, 21, 9, 53, 42, 55, 50, 43, 84, 12, 54, 85]"
217,Franck Kessié,"[0.13, 0.14, 1.27, 0.06, 0.06, 0.2, 1.65, 45.51, 86.1, 3.61, 1.46, 0.82, 2.6, 4.44, 1.52, 0.89, 0.89, 0.7, 0.82]","[73, 82, 69, 40, 35, 63, 20, 40, 77, 20, 56, 57, 88, 88, 18, 38, 17, 23, 51]"
218,Rani Khedira,"[0.05, 0.04, 0.64, 0.0, 0.03, 0.07, 1.24, 33.05, 76.1, 2.43, 0.4, 0.29, 0.55, 0.76, 1.98, 1.17, 0.9, 0.95, 1.19]","[40, 27, 23, 8, 8, 13, 7, 12, 16, 4, 5, 11, 23, 14, 45, 61, 20, 45, 70]"
219,Joshua Kimmich,"[0.1, 0.06, 1.19, 0.22, 0.24, 0.29, 4.35, 86.47, 84.9, 9.87, 1.24, 0.4, 0.6, 1.52, 2.41, 1.52, 1.34, 1.14, 0.47]","[64, 39, 65, 94, 97, 83, 96, 99, 68, 99, 44, 23, 27, 40, 71, 86, 66, 57, 23]"
220,Mateusz Klich,"[0.11, 0.09, 1.39, 0.22, 0.2, 0.29, 4.55, 53.84, 75.6, 7.26, 1.44, 0.89, 1.72, 4.88, 1.94, 0.44, 1.16, 0.22, 0.11]","[79, 69, 76, 90, 93, 87, 94, 69, 19, 88, 62, 64, 80, 91, 43, 3, 51, 1, 1]"
221,Dominik Kohr,"[0.12, 0.09, 1.53, 0.0, 0.04, 0.13, 2.12, 46.45, 73.1, 5.65, 0.67, 0.39, 1.26, 1.53, 2.32, 1.34, 1.81, 1.02, 1.37]","[70, 63, 81, 8, 14, 36, 42, 42, 9, 63, 18, 23, 54, 41, 65, 73, 94, 48, 80]"
222,Koke,"[0.0, 0.03, 0.56, 0.09, 0.06, 0.09, 2.41, 71.96, 87.6, 6.2, 0.5, 0.41, 0.78, 1.38, 1.79, 0.66, 1.16, 0.6, 0.47]","[12, 19, 17, 56, 29, 19, 53, 95, 86, 73, 10, 25, 35, 36, 34, 18, 43, 15, 22]"
223,Geoffrey Kondogbia,"[0.0, 0.07, 1.32, 0.15, 0.07, 0.14, 1.46, 61.71, 88.7, 4.17, 0.58, 0.44, 0.95, 0.51, 3.51, 2.41, 0.95, 1.02, 1.1]","[12, 49, 72, 78, 37, 39, 12, 80, 95, 33, 14, 29, 41, 6, 97, 99, 24, 49, 65]"
224,Kouadio Koné,"[0.03, 0.04, 0.9, 0.03, 0.04, 0.09, 2.11, 47.52, 86.2, 5.73, 2.04, 1.97, 0.83, 1.9, 2.55, 1.1, 1.52, 0.72, 0.55]","[30, 25, 39, 22, 18, 19, 40, 45, 78, 65, 77, 96, 36, 49, 75, 57, 80, 25, 28]"
225,Teun Koopmeiners,"[0.25, 0.14, 1.73, 0.13, 0.2, 0.34, 4.16, 54.38, 73.6, 5.86, 1.89, 0.88, 1.98, 3.34, 1.45, 0.6, 1.29, 1.13, 1.2]","[96, 81, 88, 71, 93, 89, 95, 65, 10, 68, 75, 60, 77, 74, 15, 15, 60, 56, 71]"
226,Rominigue Kouamé,"[0.03, 0.05, 0.81, 0.03, 0.07, 0.12, 2.23, 47.45, 88.7, 5.72, 2.0, 1.69, 0.64, 1.22, 1.49, 1.66, 1.08, 1.56, 0.71]","[29, 29, 33, 21, 41, 30, 46, 45, 95, 65, 77, 93, 30, 32, 16, 90, 34, 82, 41]"
227,Cheikhou Kouyaté,"[0.1, 0.04, 0.61, 0.0, 0.07, 0.11, 1.02, 25.1, 75.2, 1.94, 0.61, 0.61, 1.43, 1.43, 2.96, 1.02, 1.43, 2.45, 1.84]","[65, 25, 20, 8, 41, 28, 3, 1, 14, 1, 17, 39, 59, 38, 90, 48, 74, 98, 87]"
228,Mateo Kovačić,"[0.08, 0.08, 1.04, 0.08, 0.11, 0.19, 3.21, 70.24, 86.1, 7.93, 1.82, 1.04, 0.58, 1.51, 1.82, 0.97, 0.7, 0.7, 0.46]","[56, 56, 52, 47, 65, 59, 79, 92, 77, 91, 73, 69, 27, 40, 37, 44, 6, 23, 21]"
229,Alex Král,"[0.0, 0.06, 1.22, 0.0, 0.03, 0.08, 2.02, 32.34, 69.2, 3.82, 1.57, 0.88, 1.79, 2.67, 1.3, 0.65, 1.18, 2.02, 1.83]","[12, 37, 66, 8, 6, 18, 36, 10, 4, 26, 62, 60, 72, 63, 9, 17, 45, 94, 87]"
230,Andrej Kramarić,"[0.3, 0.32, 2.15, 0.15, 0.08, 0.4, 3.36, 37.64, 79.2, 3.77, 1.85, 1.06, 4.0, 7.2, 0.19, 0.23, 0.53, 0.49, 0.3]","[99, 99, 94, 79, 48, 95, 83, 20, 31, 25, 74, 70, 99, 98, 1, 1, 1, 12, 8]"
231,Christoph Kramer,"[0.0, 0.02, 0.24, 0.0, 0.08, 0.1, 1.58, 49.94, 82.7, 3.2, 1.05, 0.85, 1.66, 2.43, 1.78, 0.69, 1.38, 1.62, 0.97]","[12, 8, 3, 8, 47, 22, 17, 51, 54, 13, 37, 59, 67, 60, 34, 20, 70, 84, 58]"
232,Toni Kroos,"[0.06, 0.05, 1.23, 0.18, 0.16, 0.21, 4.08, 101.83, 91.0, 12.22, 1.77, 0.33, 0.6, 1.38, 2.31, 0.99, 0.9, 0.39, 0.27]","[48, 32, 67, 84, 86, 66, 95, 99, 98, 99, 71, 15, 28, 37, 64, 45, 19, 8, 6]"
233,César de la Hoz,"[0.05, 0.02, 0.38, 0.0, 0.05, 0.07, 0.97, 29.91, 78.2, 2.64, 0.16, 0.22, 0.54, 0.32, 1.99, 0.7, 1.4, 1.99, 1.29]","[44, 12, 10, 8, 22, 13, 3, 6, 25, 5, 1, 6, 22, 1, 46, 21, 72, 94, 75]"
234,Konrad Laimer,"[0.16, 0.14, 1.15, 0.0, 0.14, 0.28, 2.39, 43.83, 79.6, 5.15, 2.92, 1.67, 2.29, 3.12, 3.64, 1.04, 1.82, 0.52, 0.16]","[80, 81, 60, 8, 78, 81, 52, 37, 34, 56, 90, 93, 84, 70, 98, 50, 95, 13, 2]"
235,Roméo Lavia,"[0.04, 0.02, 0.49, 0.0, 0.02, 0.04, 1.66, 40.4, 86.2, 4.13, 0.89, 1.13, 0.04, 0.57, 2.43, 1.34, 1.9, 0.93, 0.28]","[35, 8, 14, 8, 4, 3, 21, 27, 78, 32, 28, 75, 1, 8, 71, 73, 96, 44, 7]"
236,Enzo Le Fée,"[0.15, 0.1, 1.34, 0.18, 0.2, 0.31, 3.57, 62.95, 80.6, 6.48, 2.85, 2.02, 1.04, 3.12, 3.21, 1.01, 1.49, 1.13, 0.33]","[78, 70, 73, 83, 93, 86, 86, 84, 40, 78, 90, 96, 46, 70, 93, 48, 78, 55, 10]"
237,Johann Lepenant,"[0.05, 0.04, 0.88, 0.09, 0.06, 0.09, 1.63, 60.57, 89.4, 5.82, 0.93, 0.98, 0.84, 2.05, 2.7, 1.3, 1.35, 0.79, 0.75]","[39, 26, 37, 55, 29, 21, 18, 79, 96, 67, 31, 67, 37, 50, 82, 71, 67, 33, 46]"
238,Giovani Lo Celso,"[0.16, 0.2, 2.4, 0.24, 0.26, 0.46, 4.8, 55.47, 83.3, 7.75, 2.8, 1.76, 3.36, 5.6, 2.56, 0.48, 1.12, 0.4, 0.16]","[81, 94, 98, 96, 99, 99, 98, 67, 58, 91, 90, 94, 97, 95, 76, 7, 40, 8, 2]"
239,Stanislav Lobotka,"[0.02, 0.02, 0.32, 0.02, 0.03, 0.05, 2.04, 66.42, 93.6, 4.89, 1.45, 0.54, 0.32, 1.13, 2.36, 0.63, 0.82, 0.43, 0.27]","[25, 7, 5, 17, 7, 4, 36, 88, 99, 50, 56, 35, 8, 29, 69, 17, 12, 9, 7]"
240,Ruben Loftus-Cheek,"[0.0, 0.04, 0.54, 0.1, 0.09, 0.13, 2.08, 54.17, 86.5, 5.49, 3.16, 1.63, 2.32, 4.94, 1.58, 0.94, 0.99, 1.29, 1.29]","[12, 28, 16, 59, 54, 37, 37, 64, 81, 61, 93, 92, 84, 91, 21, 42, 27, 68, 75]"
241,Maxime Lopez,"[0.0, 0.04, 0.63, 0.0, 0.08, 0.12, 2.86, 65.58, 87.9, 8.23, 2.12, 0.43, 0.55, 1.57, 1.65, 0.86, 0.94, 0.82, 0.16]","[12, 24, 21, 8, 47, 32, 69, 87, 90, 94, 80, 28, 23, 43, 26, 35, 24, 36, 2]"
242,Dion Lopy,"[0.0, 0.06, 1.17, 0.07, 0.1, 0.16, 2.35, 48.36, 84.6, 6.59, 1.11, 1.04, 0.78, 2.48, 2.94, 1.44, 1.76, 1.17, 0.98]","[12, 38, 63, 41, 63, 49, 50, 48, 66, 79, 39, 69, 35, 60, 88, 80, 92, 59, 59]"
243,Anthony Losilla,"[0.07, 0.06, 0.89, 0.07, 0.07, 0.14, 1.36, 31.83, 67.6, 3.08, 0.43, 0.3, 1.29, 1.39, 2.51, 1.22, 1.29, 2.22, 3.04]","[52, 43, 38, 42, 42, 39, 10, 8, 2, 10, 7, 13, 55, 38, 74, 65, 59, 97, 99]"
244,Sandi Lovrić,"[0.19, 0.19, 2.74, 0.23, 0.12, 0.31, 3.35, 37.12, 79.6, 4.05, 1.62, 0.54, 2.12, 3.47, 1.54, 1.0, 0.96, 0.81, 0.27]","[87, 92, 99, 95, 70, 86, 83, 19, 34, 30, 66, 34, 80, 77, 19, 47, 25, 34, 6]"
