,Name,Attribute Vector,Percentiles
243,Cristhian Stuani,"[0.33, 0.41, 2.39, 0.0, 0.11, 0.51, 1.49, 13.87, 72.6, 0.83, 0.17, 0.0, 4.62, 2.15, 1.07, 0.17, 0.83, 0.41, 1.73]","[44, 65, 40, 6, 44, 60, 4, 5, 66, 5, 1, 1, 41, 1, 88, 47, 77, 21, 44]"
244,Isaac Success,"[0.05, 0.16, 1.74, 0.3, 0.2, 0.36, 4.02, 28.26, 65.3, 2.63, 1.83, 1.49, 5.01, 9.92, 0.4, 0.2, 0.64, 0.89, 1.88]","[1, 1, 7, 96, 91, 24, 93, 86, 31, 81, 70, 88, 62, 97, 23, 55, 51, 60, 49]"
245,Alexander Sørloth,"[0.45, 0.44, 2.36, 0.13, 0.15, 0.59, 2.27, 18.95, 69.1, 0.89, 1.79, 1.21, 4.28, 5.37, 0.64, 0.06, 0.58, 0.96, 2.27]","[72, 75, 37, 55, 70, 78, 45, 29, 55, 6, 67, 76, 27, 36, 50, 10, 37, 68, 62]"
246,Alexander Sørloth,"[0.45, 0.44, 2.36, 0.13, 0.15, 0.59, 2.27, 18.95, 69.1, 0.89, 1.79, 1.21, 4.28, 5.37, 0.64, 0.06, 0.58, 0.96, 2.27]","[72, 75, 37, 55, 70, 78, 45, 29, 55, 6, 67, 76, 27, 36, 50, 10, 37, 68, 62]"
247,Mathys Tel,"[0.8, 0.53, 4.32, 0.0, 0.11, 0.64, 3.2, 32.51, 79.3, 1.92, 3.2, 1.6, 7.37, 11.85, 0.48, 0.48, 1.6, 0.32, 1.76]","[97, 89, 97, 6, 50, 83, 86, 92, 91, 65, 95, 91, 97, 99, 35, 96, 99, 15, 44]"
248,Simon Terodde,"[0.25, 0.27, 2.12, 0.0, 0.11, 0.39, 2.81, 15.6, 67.1, 0.94, 0.25, 0.1, 4.3, 3.36, 0.74, 0.3, 0.3, 0.44, 3.51]","[27, 26, 24, 6, 53, 30, 75, 8, 42, 9, 2, 1, 28, 1, 66, 82, 6, 25, 83]"
249,Florian Thauvin,"[0.0, 0.12, 1.65, 0.0, 0.18, 0.28, 3.96, 35.6, 66.7, 3.96, 3.13, 1.65, 3.13, 8.08, 0.33, 0.33, 0.82, 0.33, 1.15]","[1, 1, 6, 6, 85, 6, 92, 95, 39, 94, 94, 92, 2, 88, 14, 83, 77, 16, 29]"
250,Marcus Thuram,"[0.47, 0.59, 3.29, 0.21, 0.19, 0.78, 2.36, 20.09, 74.0, 1.65, 2.69, 1.47, 6.27, 6.09, 0.5, 0.21, 0.72, 0.79, 1.47]","[76, 92, 85, 87, 88, 93, 50, 37, 74, 46, 88, 87, 88, 52, 36, 61, 62, 52, 33]"
251,Steffen Tigges,"[0.34, 0.28, 1.97, 0.06, 0.11, 0.39, 1.92, 19.62, 57.5, 1.75, 1.13, 0.56, 4.79, 4.57, 0.68, 0.45, 0.73, 0.96, 3.78]","[48, 30, 17, 22, 43, 29, 20, 31, 8, 57, 39, 25, 53, 16, 57, 94, 65, 69, 86]"
252,Raúl de Tomás,"[0.34, 0.39, 4.58, 0.0, 0.06, 0.45, 2.24, 17.33, 73.5, 2.01, 1.45, 1.9, 4.81, 5.7, 0.34, 0.0, 0.45, 0.67, 1.34]","[45, 61, 99, 6, 8, 47, 44, 16, 71, 68, 53, 94, 53, 46, 14, 2, 22, 43, 30]"
253,Ivan Toney,"[0.43, 0.4, 2.65, 0.12, 0.16, 0.56, 2.01, 24.0, 59.5, 2.41, 0.43, 0.49, 4.76, 5.03, 0.7, 0.43, 0.73, 1.1, 3.32]","[69, 62, 57, 52, 76, 69, 29, 67, 12, 76, 5, 18, 51, 27, 61, 91, 64, 82, 82]"
254,Frank Tsadjout,"[0.26, 0.17, 2.23, 0.09, 0.04, 0.22, 1.88, 23.21, 67.9, 1.54, 1.28, 1.03, 4.2, 5.39, 0.86, 0.69, 0.6, 0.77, 5.05]","[29, 2, 31, 35, 5, 2, 19, 62, 45, 38, 48, 63, 23, 36, 77, 98, 44, 51, 92]"
255,Ike Ugbo,"[0.2, 0.22, 1.51, 0.1, 0.05, 0.27, 1.11, 13.78, 70.1, 0.8, 0.91, 0.6, 2.21, 3.42, 0.5, 0.2, 0.8, 0.4, 0.91]","[17, 11, 2, 43, 8, 5, 1, 5, 58, 5, 27, 28, 1, 2, 37, 56, 74, 20, 21]"
256,Enes Ünal,"[0.27, 0.22, 2.48, 0.09, 0.11, 0.32, 2.06, 22.73, 59.5, 1.67, 0.88, 0.64, 4.18, 4.48, 0.79, 0.18, 0.58, 1.06, 4.73]","[35, 10, 45, 36, 42, 12, 31, 58, 12, 48, 24, 30, 23, 14, 70, 52, 38, 78, 91]"
257,Deniz Undav,"[0.72, 0.64, 3.87, 0.0, 0.16, 0.8, 3.15, 23.5, 74.4, 1.43, 1.72, 0.57, 6.02, 5.73, 1.0, 0.0, 0.57, 0.14, 0.72]","[95, 95, 95, 6, 77, 95, 84, 64, 75, 29, 66, 26, 83, 47, 83, 2, 37, 4, 15]"
258,Jamie Vardy,"[0.15, 0.29, 1.31, 0.19, 0.07, 0.35, 1.65, 12.75, 52.1, 0.68, 0.78, 0.58, 3.44, 4.9, 0.48, 0.1, 0.82, 1.45, 2.28]","[9, 33, 1, 78, 17, 21, 10, 3, 2, 2, 18, 27, 6, 23, 35, 22, 76, 94, 64]"
259,Carlos Vinícius,"[0.41, 0.27, 1.7, 0.16, 0.06, 0.33, 1.3, 15.34, 63.0, 1.22, 0.73, 0.41, 4.54, 3.73, 0.32, 0.0, 0.57, 0.81, 2.19]","[64, 23, 7, 66, 17, 18, 1, 6, 22, 20, 16, 11, 38, 5, 13, 2, 35, 54, 59]"
260,Vitinha,"[0.62, 0.57, 4.15, 0.1, 0.11, 0.69, 2.39, 20.55, 64.1, 1.76, 1.25, 1.87, 6.54, 7.47, 1.76, 0.21, 0.62, 0.93, 1.14]","[92, 92, 97, 44, 54, 87, 53, 41, 24, 57, 46, 93, 93, 81, 99, 58, 47, 65, 29]"
261,Dušan Vlahović,"[0.35, 0.43, 3.05, 0.13, 0.12, 0.55, 2.03, 17.81, 71.3, 1.64, 1.03, 0.61, 4.63, 6.05, 0.39, 0.13, 0.48, 0.48, 1.48]","[52, 72, 76, 57, 57, 67, 30, 18, 62, 45, 31, 29, 42, 51, 21, 33, 24, 30, 34]"
262,Kevin Volland,"[0.62, 0.29, 2.36, 0.21, 0.21, 0.49, 2.36, 26.96, 57.4, 3.79, 0.82, 0.1, 5.43, 8.61, 1.13, 0.21, 1.23, 0.0, 1.85]","[92, 35, 37, 80, 91, 54, 50, 82, 7, 93, 21, 2, 68, 92, 89, 56, 98, 2, 49]"
263,Elye Wahi,"[0.64, 0.41, 2.22, 0.18, 0.13, 0.54, 1.83, 15.76, 68.0, 0.9, 2.04, 1.04, 4.48, 6.8, 0.32, 0.11, 0.5, 0.18, 0.72]","[93, 64, 30, 70, 62, 65, 16, 9, 45, 6, 77, 65, 36, 70, 12, 25, 30, 6, 15]"
264,Luca Waldschmidt,"[0.52, 0.33, 1.72, 0.0, 0.0, 0.33, 1.55, 26.33, 76.5, 2.07, 0.86, 0.17, 2.58, 4.47, 0.86, 0.52, 1.03, 0.86, 0.17]","[81, 46, 7, 6, 1, 14, 6, 80, 84, 70, 23, 4, 1, 14, 77, 97, 90, 56, 2]"
265,Ollie Watkins,"[0.4, 0.43, 2.42, 0.17, 0.11, 0.54, 2.27, 16.29, 69.1, 1.12, 1.44, 0.52, 4.72, 5.64, 0.55, 0.29, 0.6, 1.12, 2.01]","[64, 73, 42, 69, 45, 66, 46, 13, 55, 15, 52, 20, 46, 44, 41, 80, 45, 85, 53]"
266,Wout Weghorst,"[0.08, 0.28, 1.76, 0.08, 0.14, 0.42, 2.67, 20.78, 71.3, 1.76, 0.46, 0.46, 3.21, 4.35, 1.3, 0.69, 1.15, 1.07, 1.53]","[3, 32, 8, 33, 65, 41, 66, 42, 62, 57, 5, 14, 3, 11, 93, 98, 95, 79, 36]"
267,Shon Weissman,"[0.12, 0.28, 2.17, 0.0, 0.02, 0.3, 0.48, 10.96, 76.9, 0.48, 0.84, 0.24, 3.01, 1.81, 0.24, 0.12, 0.96, 0.84, 0.48]","[5, 29, 26, 6, 1, 10, 1, 1, 85, 1, 22, 5, 2, 1, 5, 29, 84, 56, 5]"
268,Danny Welbeck,"[0.29, 0.46, 3.01, 0.15, 0.21, 0.67, 3.16, 21.46, 84.4, 2.38, 1.5, 1.07, 5.68, 6.5, 0.73, 0.24, 1.17, 0.97, 1.55]","[40, 81, 76, 63, 92, 85, 85, 48, 98, 75, 55, 68, 73, 62, 64, 71, 96, 70, 37]"
269,Timo Werner,"[0.41, 0.42, 2.73, 0.18, 0.14, 0.57, 2.44, 33.79, 74.6, 2.73, 3.29, 1.14, 5.91, 9.79, 0.44, 0.26, 0.55, 0.3, 0.18]","[64, 69, 62, 74, 67, 70, 55, 94, 77, 82, 95, 74, 79, 95, 30, 75, 33, 14, 2]"
270,Iñaki Williams,"[0.29, 0.29, 2.63, 0.1, 0.15, 0.44, 2.7, 26.24, 64.2, 1.94, 4.03, 1.49, 5.74, 10.82, 0.7, 0.22, 0.57, 1.08, 1.02]","[39, 35, 54, 39, 76, 45, 68, 79, 26, 66, 98, 88, 75, 98, 61, 63, 36, 79, 26]"
271,Callum Wilson,"[0.72, 0.72, 3.36, 0.24, 0.13, 0.85, 2.06, 11.6, 66.1, 0.91, 1.29, 0.58, 5.95, 5.66, 0.43, 0.05, 0.38, 0.24, 1.01]","[96, 98, 86, 92, 63, 95, 32, 1, 33, 8, 48, 27, 82, 45, 27, 6, 15, 10, 24]"
272,Jonas Wind,"[0.42, 0.31, 2.02, 0.0, 0.09, 0.4, 2.58, 25.86, 66.6, 2.86, 0.49, 0.49, 4.32, 6.2, 0.98, 0.07, 0.98, 0.7, 4.25]","[68, 40, 20, 6, 35, 35, 64, 79, 38, 86, 6, 18, 29, 53, 81, 14, 85, 45, 89]"
273,Chris Wood,"[0.22, 0.22, 1.21, 0.0, 0.06, 0.28, 1.21, 19.47, 61.6, 1.21, 0.33, 0.11, 2.64, 3.85, 0.55, 0.22, 0.44, 0.99, 4.62]","[20, 11, 1, 6, 8, 5, 1, 29, 17, 20, 4, 2, 1, 5, 42, 62, 21, 74, 91]"
274,Chris Wood,"[0.22, 0.22, 1.21, 0.0, 0.06, 0.28, 1.21, 19.47, 61.6, 1.21, 0.33, 0.11, 2.64, 3.85, 0.55, 0.22, 0.44, 0.99, 4.62]","[20, 11, 1, 6, 8, 5, 1, 29, 17, 20, 4, 2, 1, 5, 42, 62, 21, 74, 91]"
275,Duván Zapata,"[0.13, 0.25, 2.65, 0.13, 0.07, 0.33, 2.98, 26.68, 68.2, 2.59, 2.27, 1.3, 6.02, 9.06, 0.52, 0.26, 0.39, 1.1, 2.72]","[8, 18, 58, 58, 19, 17, 81, 81, 47, 79, 84, 80, 84, 94, 38, 76, 15, 83, 71]"
276,Joshua Zirkzee,"[0.22, 0.34, 3.18, 0.22, 0.15, 0.49, 3.94, 28.14, 77.0, 1.86, 1.09, 1.75, 3.61, 8.1, 0.44, 0.44, 0.44, 0.44, 1.31]","[20, 47, 81, 87, 76, 54, 92, 84, 86, 63, 38, 92, 11, 88, 29, 92, 21, 23, 30]"
277,Milan Đurić,"[0.07, 0.09, 1.05, 0.07, 0.09, 0.18, 2.37, 34.46, 51.2, 1.91, 0.13, 0.13, 3.95, 4.74, 0.13, 0.07, 0.46, 1.58, 12.98]","[3, 1, 1, 30, 26, 1, 52, 94, 1, 65, 1, 3, 18, 20, 2, 12, 22, 94, 99]"
